Mã,PRICE_TO_EARNINGS,PRICE_TO_BOOK,PRICE_TO_SALES,MARKETCAP,PRICE_CHG_PCT_CR_1D,PRICE_CHG_PCT_CR_5D,PRICE_CHG_PCT_CR_1M,PRICE_CHG_PCT_CR_3M,PRICE_CHG_PCT_CR_6M,PRICE_CHG_PCT_CR_1Y,PRICE_CHG_PCT_CR_3Y,PRICE_CHG_PCT_CR_5Y,PRICE_HIGHEST_CR_52W,PRICE_LOWEST_CR_52W,PRICE_CHG_PCT_CR_HH52W,PRICE_CHG_PCT_CR_LL52W,NMVOLUME_AVG_CR_5D,NMVOLUME_AVG_CR_10D,NMVOLUME_AVG_CR_20D,NMVALUE_AVG_CR_20D,NMVALUE_AVG_CR_1M,ROAE_TR_AVG5Q,ROAA_TR_AVG5Q,NET_MARGIN_TR,NET_MARGIN_QR,GROSS_MARGIN_TR,GROSS_MARGIN_QR,EBIT_TR,EBITDA_TR,NET_PROFIT_TR_GRYOY,NET_PROFIT_YD_GRYOY,NET_PROFIT_QR_GRYOY,NET_SALES_TR_GRYOY,NET_SALES_QR_GRYOY,NET_SALES_TR_GR2YR,GROSS_PROFIT_TR_GRYOY,OPERATING_PROFIT_TR_GRYOY,EPS_TR_GRYOY,EPS_QR_GRYOY,PRETAX_PROFIT_TR_GRYOY,TOTAL_ASSETS_AQ_GRYOY,OWNERS_EQUITY_AQ_GRYOY,OWNERS_EQUITY_AQ_GRYTD,DEBT_TO_EQUITY_AQ,EQUITY_TO_ASSET_AQ,FINANCIAL_LEVERAGE_AQ,LOANS_TO_EQUITY_AQ,HTM_TO_EQUITY_AQ,FVTPL_AFS_TO_EQUITY_AQ,NET_CASH_TO_EQUITY_AQ,TOTAL_DEBT_AQ_GRYOY,TOTAL_CAP_AQ,OWNERS_EQUITY_AQ,TOTAL_ASSETS_AQ,EPS_TR,EPS_YD,BVPS_AQ,CURRENT_RATIO_AQ,QUICK_RATIO_AQ,CURRENT_ASSETS_AQ,CFO_TO_SALES_YD,CFO_TO_SALES_TR,CFO_TO_SALES_QR,CFO_YD,POSITIVE_CFO_NUM_CR_2YR,DIVIDEND_YIELD,DIVIDEND_PAYOUT_TR,DIVIDEND_PAYOUT_YD,DIVIDEND_PAID_TR,FOREIGN_OWNERSHIP,STATE_OWNERSHIP,TOTAL_INTERNAL_OWNERSHIP,FREEFLOAT,OUTSTANDING_SHARES,LISTED_SHARES,BETA,SHARES_ISSUE_PCT,ESOP_PCT,INFO_DISCLOSE,MEDIA,DIVIDEND_PAYMENT_NUM_CR_3Y
EVF,11.863417188263485,1.0742793105689799,,10609892937900.0,0.03333333333333333,0.010869565217391304,0.025735294117647058,0.25112107623318386,0.007220216606498195,0.6354044548651817,1.1012200632625395,0.7428785607196402,16250.0,7940.0,-0.14153846153846153,0.756926952141058,8914487.6,10787653.8,12846736.9,180507829000.0,186786699375.0,0.09453738585925939,0.012959854108134362,,,,,1104225000000.0,958107000000.0,0.5946895806512583,0.5946924241424626,0.20697972642892037,,,,,,0.5946895806512583,0.20697972642892037,0.5690051067530202,0.3936269031730481,0.09648971465900345,0.09648971465900345,,0.11890811496204864,7.409854956654265,,,,,,41045730560000.0,9876289000000.0,83058158000000.0,1175.8837928923867,1175.8837928923867,12985.449745477776,,,,,,,1546431000000.0,1.0,0.0001156557403365572,0.0009258254997836386,0.0009258254997836386,828000000.0,0.004584519828305401,0.0346294060694567,0.01810750491776647,0.9818924950822335,760565802.0,760565802.0,1.2775862320960347,0.7813218688910298,0.0,0.0,0.1,3.0
DSE,38.10616087363753,1.942127026284811,7.123239389375711,10385057795500.0,0.05434782608695652,0.021052631578947368,-0.00205761316872428,0.07305632992610292,-0.0893044915126934,0.33896526972558116,-0.034018483110261316,-0.034018483110261316,30349.0,17080.0,-0.2009621404329632,0.41978922716627637,273630.4,291345.2,322222.6,7585541250.0,8090441250.0,0.06530992604787367,0.02167678601264282,0.1869314364413888,0.02132421090680072,0.39829754219156954,0.2335588186479912,340225022364.0,248589183390.0,0.4993051044432613,0.4993051044432613,-0.7197635180053832,0.8056609029197305,0.8587069902684795,0.467838545645099,0.49685826374200065,0.5887065300931175,0.44416428624132004,-0.7300656445855126,0.4954848420287128,0.4232272147521814,0.06762857069090267,0.06762857069090267,2.1729774342206665,0.2841842516038865,2.51884382880534,1.355589036527906,1.0602976062741698,0.49048654873322367,1.2299713919708026,0.43293620423598966,4302329810995.0,4302329810995.0,15139226704905.0,795.4746837069468,795.4746837069468,12557.88035900467,1.2900551673672356,0.051875204426303195,12270836390601.0,-3.1917823241026575,-3.1917823241026575,-3.0186529228649115,-4653338473490.0,0.0,0.018452536720548075,0.0,0.0,0.0,0.11324666666666666,0.0,0.013546707530647985,0.2923709807355517,342600000.0,342600000.0,0.9951755950461884,0.0,0.0,0.0,0.06153846153846154,2.0
FTS,25.632279749758325,2.300858305203095,8.43394281038516,10169716564150.0,0.03527336860670194,0.07312614259597806,-0.015100671140939598,-0.10244648318042814,-0.18698060941828254,-0.20025068802964657,0.8870957371568187,3.156046445766072,44100.0,23950.0,-0.3344671201814059,0.2254697286012526,1310727.0,1127533.5,1001451.75,26927845175.0,32106716250.0,0.09297079225740615,0.03342381294224415,0.3290360004152451,0.34591842262770905,0.4857360804005981,0.5034279335883765,510693580825.0,334739365569.0,-0.30064861601761467,-0.30064861601761467,-0.1971990699673783,0.05058561903658395,0.1616995610978417,0.13310312422660978,-0.21083630989939706,-0.22953081775775472,-0.382550183718043,-0.29121569197879577,-0.22992435593255145,0.42626096723759727,0.07333648312003936,0.07333648312003936,1.981485619160271,0.31753360251831125,2.1492729968392332,1.8661105024576297,0.0,0.48188135294091566,1.108962760143106,0.5993802449223528,4419966471274.0,4419966471274.0,13919681054918.0,1145.0405616096916,1145.0405616096916,12756.109289141687,1.4475002231257887,0.30663566759261723,13750838979456.0,-0.7265127053583686,-0.7265127053583686,4.562356801241166,-876034905602.0,0.0,0.013319148018845388,0.3838547349447618,0.3838547349447618,152296007000.0,0.24894253577081882,0.0,0.022980971876233783,0.8661580649948266,346498009.0,346498009.0,1.1741129844260683,0.0,0.030218878151652633,0.0,0.14285714285714285,3.0
BSI,18.887071827724316,1.6867428010547076,4.4459032449277816,9323905834000.0,0.02981029810298103,0.02425876010781671,0.005291005291005291,-0.04040404040404041,-0.18015102481121897,-0.15895710681244743,0.8847336573752604,2.4576888080072794,57000.0,31850.0,-0.3333333333333333,0.19309262166405022,604516.0,495458.0,386584.0,13836589352.5,14939371875.0,0.09358203522860614,0.034531320326236965,0.23539399254052945,0.16805795941441234,0.57227078361451,0.5600515102488585,616205529645.0,555362240089.0,0.19511054970003217,0.19505994684762737,0.04289884936105289,0.4866602604674793,0.7759675847178725,0.303566221205469,0.38703336580034725,0.19820613529101114,0.08646780286286314,-0.05190693718007205,0.19492506400304957,0.6119886054354146,0.09203620446214665,0.09203620446214665,1.7373192140147975,0.33244168059370455,2.0080463984362886,1.6892635039644068,0.20593827842375215,0.7819975930569651,1.2127739487188836,0.969203367046929,5527757894191.0,5527757894191.0,16627752225049.0,2011.9582509460165,2011.9590660509882,22528.627349847815,1.4650545553599725,0.0958979509947421,16233651625008.0,-2.0261929423839837,-2.0261929423839837,0.5357396478251033,-4249312491867.0,0.0,0.0,0.0,0.0,0.0,0.35776785967727226,0.0,6.185091442084675e-05,0.23768449438980238,245365943.0,245365943.0,1.218955697401044,0.0,0.0,0.0,0.22988505747126436,1.0
ORS,72.66114301217634,1.127281676107518,5.801349549140534,8610246475200.0,0.026022304832713755,-0.007194244604316547,-0.0547945205479452,0.04150943396226415,-0.04827586206896552,0.7737789203084833,0.4883520276100086,0.31503716409376786,16600.0,7240.0,-0.1686746987951807,0.9060773480662984,3072374.4,3060557.2,2896538.6,38634668377.5,47315075625.0,0.025515781465694387,0.00974897386941295,0.07984115455173009,0.2502618278653136,0.5174659026053084,0.7097146193926737,147505078037.0,97451160290.0,-0.6874305838084025,-0.6874305838084025,0.37727513297901827,-0.28547139347125283,-0.21498742618016828,-0.274664541441947,-0.3057353830966486,-0.6766149333627968,-0.6874305838084025,0.37727513297901827,-0.6936231663006461,0.28024832189658866,0.9482747312760321,0.9482747312760321,0.2678690227926847,0.5327744492224463,0.8769668880695057,0.1911584799507243,0.17129860829998636,0.2695281281443213,1.148216440876364,-0.41509433962264153,7638061238546.0,7638061238546.0,14336388033798.0,352.674787313751,352.674787313751,22732.342502256022,5.3060901709082575,2.2192978122586893,14296526527256.0,1.329651672687646,1.329651672687646,6.195534785301992,1973442305282.0,1.0,0.0,0.0,0.0,0.0,0.0017825757682201561,0.0,0.0,1.0,335999743.0,335999743.0,1.191149080616839,0.31733384539531845,0.0,0.0,0.14285714285714285,0.0
CTS,10.701504083073399,2.163852921602513,2.948096532163525,6178744373900.0,0.058287795992714025,0.033807829181494664,-0.047540983606557376,-0.09501557632398754,-0.3050239234449761,0.26844817046546154,1.3602534936626585,2.3759442184776294,44900.0,21329.0,-0.3530066815144766,0.36199540531670493,908903.8,909581.9,835290.95,22615901232.5,24602256250.0,0.22578421836081086,0.054731617425002745,0.27548431596886813,0.06287178816308114,0.5947796467145691,0.5093475290925878,714652851935.0,600181393128.0,1.4985055363464694,1.4985055363464694,-0.5677795289849552,1.030369133532637,2.0040737948226117,0.46625013194004716,0.8432904524199697,1.5048872553624573,0.7472259463892016,-0.697744587501556,1.4866872900550723,0.4268251439114563,0.26744422493801706,0.26744422493801706,2.9497954512884808,0.23007861449140563,3.346340498487981,1.738526822202796,1.247659230999841,0.9743191862395223,1.3018425798291713,0.33051600835486233,2855436389514.0,2855436389514.0,12410698820601.0,2714.571687726445,2714.571687726445,13425.126869753265,1.2913893220954875,0.07679092804343769,12312369495806.0,-0.7868150077179434,-0.7868150077179434,0.4278688739724518,-1649039897167.0,0.0,0.0,0.0,0.0,0.0,0.005569091206522434,0.0,0.5843231761892047,0.4155030733736222,212693438.0,212693438.0,1.3478649953846276,0.0,0.0,0.0,0.0,0.0
VDS,14.491971911188594,1.3534357323111155,3.9382987523585737,4103055000000.0,0.06968641114982578,0.026755852842809364,-0.0943952802359882,-0.08083832335329341,-0.30699774266365687,0.10718407386035776,1.1198729457257286,0.8449519230769231,25250.0,12046.0,-0.3920792079207921,0.2742819193093143,710050.0,797095.0,848777.5,12464007695.0,13999903333.333334,0.09603247660132651,0.0399287196616398,0.27175727199125965,0.06226578626625032,0.47974398588749784,0.26843009458616346,346792272212.0,228943972143.0,-0.022909979314728775,-0.022818024893522408,-1.3727151989192306,0.05517655368189322,0.44800639371342404,0.16691156358670678,0.056601557510505836,-0.02367097731376728,-0.11173634483157162,-1.3220995546215573,-0.024877935719643907,0.2699716230707695,0.10383170454874482,0.10383170454874482,0.6191964529933869,0.38159791377944313,1.6205594000652277,1.2918248269410786,0.0,0.6000804850812429,1.8349380029964912,3.895331632653061,3166674363361.0,3099129510066.0,8121452969623.0,1059.2071316498316,1059.3068141526376,11341.506385226337,1.3855816947362847,0.19910496179275972,6925802937636.0,-0.8161600651447197,-0.8161809386099353,-0.27003198449958404,-850325354079.0,0.0,0.0,0.0,0.0,0.0,0.0073125552646019385,0.0,0.2942760050956039,0.6304768015493317,267300000.0,272000000.0,1.3361697286545333,0.0,0.0,0.0,0.03669724770642202,0.0
DSC,13.761921211692249,1.2512032826310118,5.449176217536039,3787215269600.0,0.030303030303030304,0.034220532319391636,-0.03546099290780142,-0.08108108108108109,-0.23595505617977527,0.14738884670547542,0.02921144240956561,0.343607982612132,19135.0,11044.0,-0.28926051737653513,0.231437884824339,26292.2,25796.1,29268.05,377638042.5,533706875.0,0.10577742265047303,0.04541191669469146,0.3959604283235085,0.23967539120695677,0.782433368650343,0.6730523853356956,344026748235.0,327537498876.0,0.5563594283926355,0.5563594283926355,0.6439700498335418,0.38142353251735167,0.6115825729266438,0.26445199865115765,0.6106695030156483,0.5619483490176068,0.15928398327940532,0.2245424244522724,0.5589022564739885,0.2188543206353832,0.2603434902423125,0.2603434902423125,1.301297586606299,0.428736056245446,1.3324373712751434,0.9532966282789624,0.14280532417392586,1.093043749593739,0.981555358318106,0.17919762828885444,3026858482689.0,3026858482689.0,7059957842585.0,1000.7103030626072,1000.7103030626072,11006.761681057416,1.7439307128419683,0.07567976285941355,7021023311550.0,-1.6231620690291384,-1.6231620690291384,-3.5920702649947662,-1128108897099.0,0.0,0.0,1.2653753552767077,1.2653753552767077,348225280000.0,0.00013989095436470886,0.0,0.3379088729959625,0.6620911270040375,274999911.0,274999911.0,1.0247911570612995,0.8395097044697761,0.0,2.0,0.0,1.0
AGR,24.61944398066726,1.3603301955744236,7.24706884722156,3493170172800.0,0.05154639175257732,0.026845637583892617,-0.02857142857142857,-0.05263157894736842,-0.13802816901408452,0.1070110701107011,0.7362687244666364,0.44149236856981344,20550.0,12877.0,-0.25547445255474455,0.1881649452512231,443221.6,467430.8,518985.4,7548705615.0,10618912291.666666,0.05683715290387806,0.04020338115593645,0.29436362790777953,0.23535788767939952,0.6642671524776969,0.7716483080681449,176347411875.0,71675903394.0,0.04982960136464664,0.04982960136464664,-0.3262444851632749,0.1673893882190994,0.22854487738905255,0.1549773713807942,0.06399203779174895,0.042148034946627326,-0.009581867897658672,-0.3643733443686149,0.046300309309835065,0.2769410742704995,0.05125350752259104,0.05125350752259104,0.6643602226197179,0.5791571533629234,0.7266470666785659,0.9506502587022042,0.0,0.13899497472175054,0.9531810190742828,0.9329254475413551,2567884021221.0,2567884021221.0,4433829412812.0,621.4600139635373,621.4600139635373,11247.26926578242,2.091231703405412,0.07839302181651443,3898135174210.0,-2.298481683550651,-2.2966974935741247,-3.7928020993123694,-1107894492100.0,0.0,0.041017759321625484,0.0,0.0,0.0,0.00429805161688889,0.7068289187984803,9.33372600682182e-06,0.999990460415184,228311776.0,228311823.0,1.1466023847388795,0.0,0.0,0.0,0.1875,2.0
TVS,10.970706385202273,1.0696303937131626,3.11876898706908,3142158838000.0,0.05660377358490566,0.037037037037037035,-0.034482758620689655,-0.04436860068259386,-0.15703275529865124,0.07866553663610448,0.18473385800118475,0.42305346615165684,19080.0,12078.0,-0.2662473794549266,0.15913230667329029,95291.8,78395.9,109987.95,1478053195.0,1950702291.6666667,0.11307827144472674,0.03945518518959525,0.2842815109221955,0.042746624848363064,0.5977122272594759,0.4117990943822065,353087422667.0,294083760011.0,0.019710839675558083,0.01969170721137194,-0.9066670732552276,-0.12353992286109143,-0.20499107934866315,-0.13042837544836378,-0.2561500883200426,0.029211625357792533,-0.15023816908911483,-0.9222223049623129,0.02703707567925794,0.03460303249602999,0.25925713975908077,0.25925713975908077,1.4322609953516992,0.38467506917390953,1.5995965949847024,0.15341047643607025,1.2828539930551488,0.5566275578125754,0.9944926198907905,-0.09505954376301264,2941026468514.0,2939319121070.0,7641043978707.0,1429.2544277733643,1429.241982979013,14659.204496255818,1.636928480031207,0.22091229493733083,7176437172654.0,0.6450682384077592,0.6450682384077592,2.51671165188145,649906060638.0,1.0,1.314611786234018e-06,0.0008770901547677661,0.0011895857409022798,251210495.0,0.17188149791299046,0.0,0.47218669867260127,0.5278133013273987,200393669.0,200393669.0,1.047167583368632,0.18960683648562437,0.0,0.0,0.14285714285714285,3.0
BMS,28.872758090993255,1.3802654125291822,5.775064977468334,3052871800440.0,0.025342465753424658,0.004697986577181208,0.07697841726618705,0.16046511627906976,0.06170212765957447,0.677123011427291,1.8197400640421926,1.5922077922077922,15500.0,8746.0,-0.034193548387096775,0.7116396066773382,181852.0,178218.3,182025.65,2594836555.0,2551969166.6666665,0.09133743709575476,0.052550572354086146,0.20001778005648316,0.11720359178781578,0.42052968669868757,0.2649386382016498,131016689236.0,110100713716.0,0.2967800154958151,0.2967800154958151,0.22618911234923106,0.8084118783405052,1.1532100621829087,0.35729252020867475,0.2828023242317939,0.3041731987794778,-0.5478121139059698,-0.5724271996490345,0.29353674704791566,0.4611029867926824,1.5584026894110679,1.5584026894110679,0.04521203321836997,0.8588252988823664,0.16438116261986183,0.05681621802985578,0.0660281484742953,0.4780042927162543,1.1098575544801281,-0.7653903903903904,2211800551349.0,2211800551349.0,2575378897463.0,518.4818143393732,518.4818143393732,10845.74014831622,11.213449154429929,1.84925542366931,1680756022539.0,-0.9243455946194135,-1.7781659841645479,-3.7318746653142543,-270202098158.0,0.0,0.00011539972891994385,0.0008349656205017162,-0.00037900796958775275,88285400.0,-0.6128484270385499,0.0,0.0,0.8348150545308458,203932652.0,78932652.0,0.9865317546911334,0.0,0.0,0.0,0.0,2.0
BVS,9.132852390523652,0.7717904707429296,1.8619774599826486,2050484118000.0,0.06367041198501873,0.02527075812274368,-0.05647840531561462,-0.0627062706270627,-0.22855435432172544,-0.02075718915936832,0.548021367055489,0.3062876592613035,42185.0,24300.0,-0.326774919995259,0.16872427983539096,264880.4,256290.8,261294.7,6936656620.0,8101447083.333333,0.08688740223742097,0.03530442016073745,0.2038768809966377,0.11268369824975617,0.5602902315741641,0.4727845854221256,265060173195.0,199283936164.0,0.12284594647910017,0.11925426956960916,-0.5055026844278637,0.11173948207985764,0.15188740935624423,0.12483174565691937,0.2034492315465767,0.10262043459880686,0.12443572871404018,-0.5004470476358868,0.10015616382131073,0.24949801923453888,0.07328838676651453,0.07328838676651453,1.532063547813892,0.37776039860802085,1.6471806035911127,1.715283690035871,0.2962592944347799,0.2043809583733253,0.9985800391180862,0.3994503231000061,2656788591891.0,2656788591891.0,7032999228296.0,3109.6527991044895,3109.6527991044895,36797.55202556726,1.4962454208711076,0.08408687315834763,6479776240903.0,-0.6132218075977672,-0.6126025057379964,1.7986932855058064,-675304403149.0,1.0,0.02695530299668685,0.25212420795614127,0.25212420795614127,56606267360.0,0.013993228695259957,0.0,0.001481298188135585,0.34864016895548694,72200145.0,72233937.0,1.4466948483211466,0.0,0.0,0.0,0.06349206349206349,3.0
AAS,12.927627171156882,0.7710932137665711,3.777023661596287,2044235742648.0,0.058095238095238096,0.02160919540229885,-0.06442105263157895,-0.08371134020618556,-0.22035087719298246,0.3466666666666667,0.3436130007558579,0.5041462176341175,24100.0,6500.0,-0.6312033195020746,0.36738461538461537,1197352.6,1116871.4,1389729.05,11794920425.0,13740967916.666666,0.06147361343930744,0.03409126402982625,0.2921668154248205,-0.031987480312473525,0.7692992736382506,0.7168240576783713,207262877007.0,191737066289.0,1.1467038317170748,1.1467038317170748,-3.0350746108491036,0.32064636145804487,0.09917124226723167,-0.02756133379525866,0.6823362814927683,0.9033497298280139,1.1467038317170748,-3.0350746108491036,1.0103845955140833,-0.15611475265565922,0.063266571780907,0.063266571780907,0.5500056330015567,0.6214053618458188,0.609255505986633,0.04192590275598361,0.10121368324430967,0.5298101477177496,0.16838099589766142,-0.3773519815340527,2651087710476.0,2651087710476.0,4266277494937.0,687.5198272912925,687.5198272912925,11526.49231159051,2.635289781164132,0.05698897547066654,4023922290130.0,1.352695095797141,1.352695095797141,-1.7019556134054412,732118173325.0,1.0,0.0,0.0,0.0,0.0,0.0010639369983731402,0.0,0.02468306879647806,0.9753169312035219,229999521.0,229999521.0,1.362491872191339,0.5488724624395139,0.0,0.0,0.14285714285714285,0.0
VFS,12.497908427752927,1.0743200783976916,3.65675615039389,1861566978600.0,0.031007751937984496,-0.06993006993006994,-0.11920529801324503,-0.125,-0.2810810810810811,-0.02933878265946577,-0.30653318734032015,0.7252561940588922,27264.0,12800.0,-0.5121772300469484,0.0390625,1863592.2,2574011.2,2339758.1,32510777260.0,34121174166.666668,0.08994968841323576,0.029440867731069763,0.2925894497893484,0.2648980341536362,0.8293079775397411,0.787896995351095,185775137395.0,165604248830.0,0.18996039272835583,0.18996039272835583,0.11906288437952277,0.8250199554363015,0.7127218129203265,0.6098141367799798,0.929953461747341,0.1911468291590691,0.020203306476106762,-0.04058012201478446,0.1901925048447924,0.25315285762020373,0.08919564773061169,0.08919564773061169,1.6675242698072368,0.37154777073749745,1.6914439508412793,0.9622794463159189,1.0257097528767423,0.06688050852846116,0.9183734325230928,0.3759347619047619,1732786174281.0,1732786174281.0,4663696866870.0,1064.1780644244395,1064.1780644244395,12379.923141561736,1.3104360732884224,0.04507220671954863,3827834859322.0,-1.4706555049515633,-1.4706555049515633,11.931175949334879,-748675496073.0,0.0,0.09324036718678126,1.3405440928058572,1.3405440928058572,199674420000.0,0.011890329466762706,0.0,0.2549369731283651,0.584568559879804,139967442.0,139967442.0,0.3916075310788724,0.0,0.0,0.0,0.043478260869565216,1.0
TCI,103.11860107822078,0.862923074016439,3.0579799440267217,1208239073800.0,0.05342741935483871,0.14835164835164835,0.1875,0.101159114857745,-0.13991769547325103,0.2981366459627329,0.6371612094626351,0.9731873111782477,13400.0,7490.0,-0.22014925373134328,0.3951935914552737,319550.4,207715.2,142812.6,1329851153.0,1324822791.6666667,0.008897971385084434,0.004143902214933087,0.029654978947077512,-0.9332827285960943,0.3013517329937777,-0.9995646425805088,14464944019.0,-37034756519.0,-0.7934992809749618,-0.63382810829296,-86.45655524153628,0.7267543810071915,0.8110196104019635,0.5398521741284404,-0.21991335169939819,-0.7129920152026543,-0.6338285939524048,-86.45655524153628,-0.7538738362182178,0.36125693928466773,0.12256696290223996,0.12256696290223996,1.126980942073533,0.46474857674700687,1.1517010487680643,0.581582933579983,0.7358614928478362,0.5641853649763333,0.8956176410684701,2.214649033570702,1403781501181.0,1401975793036.0,3016632784223.0,101.33962147210605,179.6975422553993,12110.001823639872,1.7895777443153569,0.12280513739458004,2883960890616.0,-3.000007816064944,-3.000007816064944,-4.056157432994875,-1185333694603.0,0.0,0.0,0.0,0.0,0.0,0.0511746035952442,0.0,0.3793941209485159,0.0032984329727608914,115620964.0,115620964.0,0.9236576799755299,0.0,0.0,0.0,0.0,0.0
APG,219.06292872241553,0.502186293570121,3.4494206914392147,1196377389700.0,0.0594059405940594,-0.07758620689655173,-0.47549019607843135,-0.4880382775119617,-0.5427350427350427,-0.4081858407079646,-0.2507002801120448,-0.08453114305270362,13000.0,5050.0,-0.5884615384615385,0.0594059405940594,1419974.2,1092047.1,1735558.55,10331049556.5,8901646625.0,0.0022741397411302857,0.0012163696900457433,0.015746254793343562,-0.21539058498559044,0.5520389163820978,0.8914735130432296,36429840691.0,15121727254.0,-1.9304530071103203,-2.0548790729170396,-1.812893023505792,1.9893890414995685,-1.078798745379322,0.7138746824534205,-1.54074011037644,-1.8698724683289683,-1.6391948688650027,-1.558434488996663,-1.8697107950080114,1.1282634088890697,-0.008329157607602106,-0.008329157607602106,1.2460576540752764,0.41893624199261753,1.3869980673995301,0.3320135461118768,0.8580437250312596,0.09604319882713602,0.5500702564203389,10.874121000094993,2382337799773.0,2382337799773.0,5686635723951.0,24.422206126803065,24.422206126803065,10653.417005800799,1.4518061677545095,0.04966374884151947,4361626316358.0,-7.437317054231299,-7.432291954188095,9.531498221514166,-2579516608628.0,1.0,0.0,0.0,0.0,0.0,0.28506061359578033,0.0,0.2648049492388363,0.6398108509405576,223621942.0,223621942.0,0.6861953357586096,0.0,0.0,0.0,0.11764705882352941,0.0
ABW,6.234131326292568,0.6763143057824277,2.010290212122935,1079573950000.0,0.04637254901960784,-0.0025233644859813083,-0.07991379310344827,-0.07991379310344827,-0.06377192982456141,0.6171212121212121,-0.24374690002125698,-0.24374690002125698,13300.0,6300.0,-0.1975187969924812,0.6941269841269841,101593.6,91004.7,123757.9,1284068340.0,1857605000.0,0.11445843203183204,0.0441943680461973,0.32246516906766115,0.3448793726778231,0.7930427614502473,0.8166707463732306,219541462526.0,161201904030.0,0.6779688705886292,0.6779688705886292,2.4254435916353145,0.4152469919340658,0.7991278377816299,0.35563910584415404,0.5755478596948039,0.6402669962252542,0.6779688705886292,2.4254435916353145,0.6666669599370612,0.390552390197585,0.11173316743314944,0.11173316743314944,1.8944397912928512,0.33861895947377796,1.9531719120335853,0.9805712806325108,1.120478550583596,0.28356138983107737,0.951333788497559,0.5968624072208246,1596260704187.0,1596260704187.0,4714032275888.0,1712.0268151853684,1712.0268151853684,15781.124114552644,1.2978664211355362,0.03947594038323752,4032869894864.0,-2.2515840736824746,-2.2961718921032164,-2.177677451078773,-1209154527801.0,0.0,0.0,0.0,0.0,0.0,0.010392486406327237,0.0,0.005460454770143352,0.536017380128522,101150000.0,101150000.0,1.3352539078071846,0.0,0.0,0.0,0.0,0.0
OGC,13.365689209787528,1.2004449572542755,0.7858717446696563,896999997010.0,0.010135135135135136,-0.019672131147540985,-0.065625,-0.1940700808625337,-0.27427184466019416,-0.2829736211031175,-0.6523255813953488,-0.6195928753180662,5260.0,2800.0,-0.43155893536121676,0.06785714285714285,187669.6,230864.8,313137.4,928436658.0,1062126125.0,0.03777734352685158,0.014860376766061802,0.05879769702367254,-0.07111281640265807,0.4701845365339282,0.2334381838220213,265668500235.0,-193928856168.0,-0.4374404052413371,-0.43743990229841195,-1.1345077592669226,0.13358681742851752,0.16139936992084633,0.07807331653159719,0.12322030256532188,0.8335820203354677,-0.2871523569775082,-0.9270941154666531,-0.3617448049786731,-0.01321966619596017,0.09448018904921715,0.09448018904921715,0.6688005837167146,0.42681907069702796,1.3429131185889236,,,,-0.5857305883848938,-0.10895743168172176,3070594165175.0,1898921787631.0,4449008767415.0,223.70713197569043,223.70733197569112,2490.743104822477,0.8418964326277902,-0.15289782550777944,579013136676.0,0.161196349061787,0.161196349061787,0.8137637738310666,183990740992.0,2.0,0.0,0.0,0.0,0.0,0.0026590533333333334,0.2124162,0.0384748,0.31565686,299999999.0,300000000.0,0.8733156565610053,0.0,0.0,1.0,0.0,1.0
EVS,70.89352840077682,0.4330740386608356,3.105669609831088,856963213600.0,0.04,0.0196078431372549,-0.037037037037037035,-0.11864406779661017,-0.2777777777777778,0.061224489795918366,-0.14233877618340757,-0.4416407172769247,9000.0,4700.0,-0.4222222222222222,0.10638297872340426,123412.4,118467.7,120667.45,613790360.0,683300416.6666666,0.0061251522477569825,0.005086518885997243,0.043807519245960644,0.07087096888148453,0.28038592115140276,0.4508031490680786,17819158122.0,-27190384002.0,-0.2962678618413886,-0.29626786185863646,-0.6379695364820073,0.09674110678364908,-0.3607446732843516,-0.12316852091521242,-0.2852176785894218,-0.06853405336508304,-0.2962678618413886,-0.6379695364820073,-0.16434743183180936,-0.04840322551907725,0.005707153430974622,0.005707153430974622,0.15681573232824947,0.8429182474301016,0.18635467086969706,0.046690143784528716,0.0,0.43449471652889615,0.4242375537726112,-0.32719367774512514,1978791470045.0,1978791470045.0,2347548503165.0,73.34943142628264,73.3494314202147,12007.184767019502,6.31073842677376,0.3721893238451898,2298087722425.0,0.6518095326703572,0.651313698004312,1.051078841672788,179857120024.0,2.0,0.0,0.0,0.0,0.0,0.0002234214922664914,0.032038714806275785,0.27737455450561477,0.7226254454943852,164800618.0,164800618.0,1.3346784247632029,0.0,0.0,0.0,0.13636363636363635,0.0
