symbol,industry,year,roic,roe,roa,equity,invested_capital,total_assets,nopat,equity_billion,invested_capital_billion,total_assets_billion,nopat_billion,roic_pct,roe_pct,roa_pct
BBM,Thực phẩm và đồ uống,2024,0.0264,0.0264,0.0191,24286120073.0,24286120073,33623857760.0,640540399.0,24.29,24.29,33.62,0.64,2.64,2.64,1.91
BBS,Hàng & Dịch vụ Công nghiệp,2015,0.0491,0.1007,0.0372,82925267933.0,170209522815,224553110556.0,8353506178.0,82.93,170.21,224.55,8.35,4.91,10.07,3.72
BBS,Hàng & Dịch vụ Công nghiệp,2016,0.047,0.0814,0.0331,106388147570.0,184258632563,261320215190.0,8658535637.0,106.39,184.26,261.32,8.66,4.7,8.14,3.31
BBS,Hàng & Dịch vụ Công nghiệp,2017,0.0142,0.0383,0.0108,103342253956.0,279236455170,364636948723.0,3954106386.0,103.34,279.24,364.64,3.95,1.42,3.83,1.08
BBS,Hàng & Dịch vụ Công nghiệp,2018,0.0166,0.0476,0.0116,104517049143.0,300040470185,427830319909.0,4974795187.0,104.52,300.04,427.83,4.97,1.66,4.76,1.16
BBS,Hàng & Dịch vụ Công nghiệp,2019,0.0181,0.0533,0.0131,105315684095.0,309464001322,429531453000.0,5608509307.0,105.32,309.46,429.53,5.61,1.81,5.33,1.31
BBS,Hàng & Dịch vụ Công nghiệp,2020,0.0268,0.0735,0.0205,107740378701.0,294935602837,386883764058.0,7914820251.0,107.74,294.94,386.88,7.91,2.68,7.35,2.05
BBS,Hàng & Dịch vụ Công nghiệp,2021,0.0372,0.0924,0.0259,110536383430.0,274698773838,394565027353.0,10208419100.0,110.54,274.7,394.57,10.21,3.72,9.24,2.59
BBS,Hàng & Dịch vụ Công nghiệp,2022,0.0283,0.0716,0.0227,109040563261.0,276497826121,343511860291.0,7812598931.0,109.04,276.5,343.51,7.81,2.83,7.16,2.27
BBS,Hàng & Dịch vụ Công nghiệp,2023,0.0241,0.0528,0.0189,107198491900.0,234687617122,299356744957.0,5657928639.0,107.2,234.69,299.36,5.66,2.41,5.28,1.89
BBS,Hàng & Dịch vụ Công nghiệp,2024,0.0288,0.0574,0.0212,107830148849.0,215165772305,291306659104.0,6189585588.0,107.83,215.17,291.31,6.19,2.88,5.74,2.12
BCB,Tài nguyên Cơ bản,2015,0.2445,0.3454,0.0511,30000000000.0,42373186923,202954202766.0,10361211502.0,30.0,42.37,202.95,10.36,24.45,34.54,5.11
BCB,Tài nguyên Cơ bản,2016,0.1597,0.3077,0.0389,30000000000.0,57820628787,237534701013.0,9232499849.0,30.0,57.82,237.53,9.23,15.97,30.77,3.89
BCB,Tài nguyên Cơ bản,2017,0.0919,0.1015,0.0124,50923442497.0,56280793659,417070478293.0,5170575213.0,50.92,56.28,417.07,5.17,9.19,10.15,1.24
BCB,Tài nguyên Cơ bản,2018,0.2658,0.2699,0.0375,51386683996.0,52166333996,369545193236.0,13866839957.0,51.39,52.17,369.55,13.87,26.58,26.99,3.75
BCB,Tài nguyên Cơ bản,2019,0.182,0.1823,0.0328,62840046772.0,62918746772,349339573617.0,11453362776.0,62.84,62.92,349.34,11.45,18.2,18.23,3.28
BCB,Tài nguyên Cơ bản,2020,0.2869,0.2869,0.0627,73666042769.0,73666042769,337052642574.0,21134022495.0,73.67,73.67,337.05,21.13,28.69,28.69,6.27
BCB,Tài nguyên Cơ bản,2021,0.2926,0.2926,0.0551,77249243968.0,77249243968,410197713758.0,22603821444.0,77.25,77.25,410.2,22.6,29.26,29.26,5.51
BCB,Tài nguyên Cơ bản,2022,0.2427,0.2427,0.045,80500111863.0,80500111863,433835570654.0,19536520015.0,80.5,80.5,433.84,19.54,24.27,24.27,4.5
BCB,Tài nguyên Cơ bản,2023,0.2674,0.2674,0.056,77799842495.0,77799842495,371357127825.0,20799842495.0,77.8,77.8,371.36,20.8,26.74,26.74,5.6
BCB,Tài nguyên Cơ bản,2024,0.26,0.26,0.0703,77026753395.0,77026753395,284938791327.0,20026753395.0,77.03,77.03,284.94,20.03,26.0,26.0,7.03
BCC,Xây dựng và Vật liệu,2015,0.063,0.1489,0.0494,1702173053230.0,4019149553399,5129660263633.0,253382613371.0,1702.17,4019.15,5129.66,253.38,6.3,14.89,4.94
BCC,Xây dựng và Vật liệu,2016,0.0709,0.1286,0.0526,1939624547653.0,3516612874937,4741327852319.0,249420586318.0,1939.62,3516.61,4741.33,249.42,7.09,12.86,5.26
BCC,Xây dựng và Vật liệu,2017,-0.001,-0.0019,-0.0007,1801580362940.0,3655972217429,4840228561333.0,-3481630713.0,1801.58,3655.97,4840.23,-3.48,-0.1,-0.19,-0.07
BCC,Xây dựng và Vật liệu,2018,0.0257,0.047,0.0194,1881770088369.0,3431553423158,4551216999106.0,88354458429.0,1881.77,3431.55,4551.22,88.35,2.57,4.7,1.94
BCC,Xây dựng và Vật liệu,2019,0.0375,0.0614,0.0271,2006579033636.0,3287347340281,4538925473708.0,123198310828.0,2006.58,3287.35,4538.93,123.2,3.75,6.14,2.71
BCC,Xây dựng và Vật liệu,2020,0.0489,0.0685,0.0351,2115667808192.0,2962966259533,4127845107797.0,144895188985.0,2115.67,2962.97,4127.85,144.9,4.89,6.85,3.51
BCC,Xây dựng và Vật liệu,2021,0.0291,0.0368,0.0201,2118650183625.0,2676532365138,3876394238798.0,77994173530.0,2118.65,2676.53,3876.39,77.99,2.91,3.68,2.01
BCC,Xây dựng và Vật liệu,2022,0.0233,0.0297,0.0154,2122642402183.0,2705064471837,4099184212345.0,63134725541.0,2122.64,2705.06,4099.18,63.13,2.33,2.97,1.54
BCC,Xây dựng và Vật liệu,2023,-0.0894,-0.1308,-0.0639,1784922141815.0,2613517048918,3656713441407.0,-233536479368.0,1784.92,2613.52,3656.71,-233.54,-8.94,-13.08,-6.39
BCC,Xây dựng và Vật liệu,2024,-0.0034,-0.0046,-0.0024,1776788715715.0,2395346474220,3412371648825.0,-8133426100.0,1776.79,2395.35,3412.37,-8.13,-0.34,-0.46,-0.24
BCE,Xây dựng và Vật liệu,2015,0.057,0.0715,0.014,352516855308.0,442255189601,1797371054632.0,25202158539.0,352.52,442.26,1797.37,25.2,5.7,7.15,1.4
BCE,Xây dựng và Vật liệu,2016,0.0358,0.0434,0.0122,356053657493.0,431749590397,1264063272170.0,15443470609.0,356.05,431.75,1264.06,15.44,3.58,4.34,1.22
BCE,Xây dựng và Vật liệu,2017,0.0741,0.0819,0.0252,356508947990.0,393893071671,1157565762347.0,29193134605.0,356.51,393.89,1157.57,29.19,7.41,8.19,2.52
BCE,Xây dựng và Vật liệu,2018,0.0822,0.1011,0.0286,366049693264.0,450243220382,1292267599541.0,37017300369.0,366.05,450.24,1292.27,37.02,8.22,10.11,2.86
BCE,Xây dựng và Vật liệu,2019,0.0899,0.1017,0.0403,365502204085.0,413396998642,923309989866.0,37176055341.0,365.5,413.4,923.31,37.18,8.99,10.17,4.03
BCE,Xây dựng và Vật liệu,2020,0.0726,0.0923,0.0352,357686601098.0,454678752928,938469266304.0,33026171270.0,357.69,454.68,938.47,33.03,7.26,9.23,3.52
BCE,Xây dựng và Vật liệu,2021,0.0415,0.0563,0.0274,392809088482.0,533044355094,808728682634.0,22134681589.0,392.81,533.04,808.73,22.13,4.15,5.63,2.74
BCE,Xây dựng và Vật liệu,2022,-0.1377,-0.1756,-0.0901,332623889876.0,424142092515,648336563873.0,-58396060591.0,332.62,424.14,648.34,-58.4,-13.77,-17.56,-9.01
BCE,Xây dựng và Vật liệu,2023,0.0018,0.0023,0.0011,333402976646.0,445063299486,687637011450.0,779086770.0,333.4,445.06,687.64,0.78,0.18,0.23,0.11
BCE,Xây dựng và Vật liệu,2024,0.1568,0.1933,0.1046,385804560515.0,475549569695,713164517958.0,74583327505.0,385.8,475.55,713.16,74.58,15.68,19.33,10.46
BCF,Thực phẩm và đồ uống,2015,0.2213,0.3405,0.1823,119842357207.0,184420566924,223831561319.0,40806983347.0,119.84,184.42,223.83,40.81,22.13,34.05,18.23
BCF,Thực phẩm và đồ uống,2016,0.1976,0.2936,0.1743,154841843207.0,230101111173,260821656268.0,45466840000.0,154.84,230.1,260.82,45.47,19.76,29.36,17.43
BCF,Thực phẩm và đồ uống,2017,0.1831,0.2347,0.1555,175985037814.0,225608679804,265627844338.0,41297779107.0,175.99,225.61,265.63,41.3,18.31,23.47,15.55
BCF,Thực phẩm và đồ uống,2018,0.1631,0.2071,0.1384,187370390307.0,237915920622,280377154613.0,38802932993.0,187.37,237.92,280.38,38.8,16.31,20.71,13.84
BCF,Thực phẩm và đồ uống,2019,0.2529,0.2888,0.2045,224603671563.0,256559169613,317171340958.0,64875319728.0,224.6,256.56,317.17,64.88,25.29,28.88,20.45
BCF,Thực phẩm và đồ uống,2020,0.3156,0.3634,0.2539,276228468044.0,318096705296,395444486131.0,100393781048.0,276.23,318.1,395.44,100.39,31.56,36.34,25.39
BCF,Thực phẩm và đồ uống,2021,0.1602,0.1777,0.1323,302707886636.0,335908652636,406562636297.0,53796964152.0,302.71,335.91,406.56,53.8,16.02,17.77,13.23
BCF,Thực phẩm và đồ uống,2022,0.2861,0.319,0.2393,339024090825.0,378064188495,452082116662.0,108163279789.0,339.02,378.06,452.08,108.16,28.61,31.9,23.93
BCF,Thực phẩm và đồ uống,2023,0.1561,0.1796,0.1319,353589597980.0,406725411844,481412155283.0,63490277155.0,353.59,406.73,481.41,63.49,15.61,17.96,13.19
BCF,Thực phẩm và đồ uống,2024,0.194,0.2611,0.1597,395382822316.0,532153596535,646644764210.0,103250566485.0,395.38,532.15,646.64,103.25,19.4,26.11,15.97
BCG,Dịch vụ tài chính,2015,0.0844,0.1029,0.0595,509437133220.0,621274634861,880646251574.0,52415562164.0,509.44,621.27,880.65,52.42,8.44,10.29,5.95
BCG,Dịch vụ tài chính,2016,0.0288,0.0469,0.0139,1321887942100.0,2156210888555,4470872513174.0,62041623734.0,1321.89,2156.21,4470.87,62.04,2.88,4.69,1.39
BCG,Dịch vụ tài chính,2017,0.0255,0.044,0.0168,1357348503845.0,2337566315461,3548052026681.0,59668154955.0,1357.35,2337.57,3548.05,59.67,2.55,4.4,1.68
BCG,Dịch vụ tài chính,2018,0.0037,0.008,0.0021,1407711574154.0,3032592607831,5320625790677.0,11326171260.0,1407.71,3032.59,5320.63,11.33,0.37,0.8,0.21
BCG,Dịch vụ tài chính,2019,0.0355,0.0892,0.0194,1575305081014.0,3957266778263,7228921019703.0,140521828241.0,1575.31,3957.27,7228.92,140.52,3.55,8.92,1.94
BCG,Dịch vụ tài chính,2020,0.037,0.0938,0.0116,2985200058633.0,7565328121040,24055065917893.0,279910211849.0,2985.2,7565.33,24055.07,279.91,3.7,9.38,1.16
BCG,Dịch vụ tài chính,2021,0.0454,0.1198,0.0265,8349564582593.0,22032018339739,37689325905725.0,1000342632216.0,8349.56,22032.02,37689.33,1000.34,4.54,11.98,2.65
BCG,Dịch vụ tài chính,2022,0.019,0.0392,0.0123,13799126790020.0,28522414852253,43820407345276.0,540692752244.0,13799.13,28522.41,43820.41,540.69,1.9,3.92,1.23
BCG,Dịch vụ tài chính,2023,0.0058,0.0098,0.0041,17467744181248.0,29632104985428,42009335122263.0,171077335293.0,17467.74,29632.1,42009.34,171.08,0.58,0.98,0.41
BCG,Dịch vụ tài chính,2024,0.0256,0.0395,0.0182,21393588958204.0,32974012147510,46522627426159.0,844797960881.0,21393.59,32974.01,46522.63,844.8,2.56,3.95,1.82
BCM,Bất động sản,2015,0.0183,0.0525,0.0113,11112269391298.0,31939591055350,51471671052021.0,583333262422.0,11112.27,31939.59,51471.67,583.33,1.83,5.25,1.13
BCM,Bất động sản,2016,0.0249,0.0679,0.0155,13048789275701.0,35644235350205,57246331874835.0,885807737790.0,13048.79,35644.24,57246.33,885.81,2.49,6.79,1.55
BCM,Bất động sản,2017,0.0302,0.0849,0.0198,11962670112398.0,33657147451773,51201883871868.0,1015102315681.0,11962.67,33657.15,51201.88,1015.1,3.02,8.49,1.98
BCM,Bất động sản,2018,0.0716,0.1756,0.0526,13530592174108.0,33185915544891,45183740370645.0,2376524256560.0,13530.59,33185.92,45183.74,2376.52,7.16,17.56,5.26
BCM,Bất động sản,2019,0.089,0.1753,0.0605,15009760527291.0,29557467188371,43501742634322.0,2630885732938.0,15009.76,29557.47,43501.74,2630.89,8.9,17.53,6.05
BCM,Bất động sản,2020,0.0679,0.1284,0.0446,16734783210428.0,31635101586433,48190837519548.0,2148672378553.0,16734.78,31635.1,48190.84,2148.67,6.79,12.84,4.46
BCM,Bất động sản,2021,0.0431,0.085,0.0298,17144920748033.0,33779438841039,48952440778613.0,1457263535479.0,17144.92,33779.44,48952.44,1457.26,4.31,8.5,2.98
BCM,Bất động sản,2022,0.0507,0.0955,0.0355,17945127535047.0,33831509901475,48289575211444.0,1714339267368.0,17945.13,33831.51,48289.58,1714.34,5.07,9.55,3.55
BCM,Bất động sản,2023,0.0582,0.1171,0.0427,19472890868829.0,39189332830375,53423901937257.0,2280087767209.0,19472.89,39189.33,53423.9,2280.09,5.82,11.71,4.27
BCM,Bất động sản,2024,0.0541,0.1158,0.0407,20679200335365.0,44307228332753,58780757768275.0,2395046491307.0,20679.2,44307.23,58780.76,2395.05,5.41,11.58,4.07
BCP,Y tế,2015,0.0137,0.0216,0.0062,51338154139.0,81159120563,179248714806.0,1109695924.0,51.34,81.16,179.25,1.11,1.37,2.16,0.62
BCP,Y tế,2016,0.0337,0.0528,0.0154,52172268207.0,81610070954,178431656253.0,2752728456.0,52.17,81.61,178.43,2.75,3.37,5.28,1.54
BCP,Y tế,2017,0.0571,0.0862,0.0271,54382166312.0,82029973679,172855714625.0,4687370951.0,54.38,82.03,172.86,4.69,5.71,8.62,2.71
BCP,Y tế,2018,0.1387,0.1387,0.1173,79326472675.0,79326472675,93770421595.0,11002765586.0,79.33,79.33,93.77,11.0,13.87,13.87,11.73
BCP,Y tế,2019,-0.0442,-0.0453,-0.0349,57429569613.0,58876716613,74506842563.0,-2599973592.0,57.43,58.88,74.51,-2.6,-4.42,-4.53,-3.49
BCP,Y tế,2020,-0.2204,-0.2502,-0.1663,45937426880.0,52143385577,69108647568.0,-11492142733.0,45.94,52.14,69.11,-11.49,-22.04,-25.02,-16.63
BCP,Y tế,2021,-0.0631,-0.1034,-0.0501,41626711557.0,68237422473,85847582457.0,-4302781707.0,41.63,68.24,85.85,-4.3,-6.31,-10.34,-5.01
BCP,Y tế,2022,-0.0174,-0.0359,-0.0124,40163105247.0,82659321108,116001720815.0,-1440863115.0,40.16,82.66,116.0,-1.44,-1.74,-3.59,-1.24
BCP,Y tế,2023,-0.0807,-0.1646,-0.0556,34479716571.0,70292946298,101977985887.0,-5674556949.0,34.48,70.29,101.98,-5.67,-8.07,-16.46,-5.56
BCP,Y tế,2024,0.0047,0.0099,0.0031,34824661538.0,73338526634,111094283731.0,344944967.0,34.82,73.34,111.09,0.34,0.47,0.99,0.31
BDB,Truyền thông,2015,0.0506,0.0506,0.0413,12459873164.0,12459873164,15281488658.0,630865199.0,12.46,12.46,15.28,0.63,5.06,5.06,4.13
BDB,Truyền thông,2016,0.0863,0.0863,0.0729,12958541974.0,12958541974,15340372143.0,1117795590.0,12.96,12.96,15.34,1.12,8.63,8.63,7.29
BDB,Truyền thông,2017,0.0594,0.0594,0.0502,12779040852.0,12779040852,15140166373.0,759662156.0,12.78,12.78,15.14,0.76,5.94,5.94,5.02
BDB,Truyền thông,2018,0.0557,0.0557,0.0445,12697551442.0,12697551442,15888171798.0,707042390.0,12.7,12.7,15.89,0.71,5.57,5.57,4.45
BDB,Truyền thông,2019,0.0892,0.0893,0.064,12204720701.0,12214720701,17044919194.0,1090073291.0,12.2,12.21,17.04,1.09,8.92,8.93,6.4
BDB,Truyền thông,2020,0.1005,0.1006,0.0766,13569939803.0,13579939803,17812011210.0,1365086716.0,13.57,13.58,17.81,1.37,10.05,10.06,7.66
BDB,Truyền thông,2021,0.0892,0.1116,0.0642,14093794952.0,17649338760,24525352692.0,1573473656.0,14.09,17.65,24.53,1.57,8.92,11.16,6.42
BDB,Truyền thông,2022,0.077,0.0987,0.0653,14126112638.0,18126112638,21350159875.0,1394812734.0,14.13,18.13,21.35,1.39,7.7,9.87,6.53
BDB,Truyền thông,2023,0.0523,0.0686,0.048,13744145648.0,18026145648,19661962712.0,943105107.0,13.74,18.03,19.66,0.94,5.23,6.86,4.8
BDB,Truyền thông,2024,0.0385,0.0506,0.0267,13458407521.0,17698407521,25563547055.0,681458430.0,13.46,17.7,25.56,0.68,3.85,5.06,2.67
BDG,Hàng cá nhân & Gia dụng,2015,0.0247,0.084,0.0194,142232643186.0,484239267316,615397380523.0,11952045097.0,142.23,484.24,615.4,11.95,2.47,8.4,1.94
BDG,Hàng cá nhân & Gia dụng,2016,0.2015,0.4182,0.1454,175543647743.0,364323032920,504934875792.0,73413313484.0,175.54,364.32,504.93,73.41,20.15,41.82,14.54
BDG,Hàng cá nhân & Gia dụng,2017,0.2565,0.3683,0.1411,202114395183.0,290231851590,527661248945.0,74443812519.0,202.11,290.23,527.66,74.44,25.65,36.83,14.11
BDG,Hàng cá nhân & Gia dụng,2018,0.3175,0.4618,0.206,273787763007.0,398144098772,613840489394.0,126426009385.0,273.79,398.14,613.84,126.43,31.75,46.18,20.6
BDG,Hàng cá nhân & Gia dụng,2019,0.2812,0.3462,0.1665,291963431552.0,359490999575,606901714285.0,101075448968.0,291.96,359.49,606.9,101.08,28.12,34.62,16.65
BDG,Hàng cá nhân & Gia dụng,2020,0.2428,0.3353,0.1427,265025736030.0,365933873595,622793370090.0,88855448599.0,265.03,365.93,622.79,88.86,24.28,33.53,14.27
BDG,Hàng cá nhân & Gia dụng,2021,0.1294,0.2104,0.0888,324089762395.0,526776830091,767477956400.0,68184960770.0,324.09,526.78,767.48,68.18,12.94,21.04,8.88
BDG,Hàng cá nhân & Gia dụng,2022,0.2742,0.4129,0.2007,527317459457.0,794189016494,1084966335287.0,217734357055.0,527.32,794.19,1084.97,217.73,27.42,41.29,20.07
BDG,Hàng cá nhân & Gia dụng,2023,0.1629,0.2241,0.1211,546894493653.0,752159861538,1011708486937.0,122561311925.0,546.89,752.16,1011.71,122.56,16.29,22.41,12.11
BDG,Hàng cá nhân & Gia dụng,2024,0.2013,0.2693,0.1551,652120502446.0,872313748016,1132622851960.0,175633709738.0,652.12,872.31,1132.62,175.63,20.13,26.93,15.51
BDT,Xây dựng và Vật liệu,2015,0.0836,0.0847,0.0575,356173366113.0,361173361721,525064396594.0,30178558292.0,356.17,361.17,525.06,30.18,8.36,8.47,5.75
BDT,Xây dựng và Vật liệu,2016,0.0712,0.0739,0.0506,398967440225.0,414206097204,582613629845.0,29473991169.0,398.97,414.21,582.61,29.47,7.12,7.39,5.06
BDT,Xây dựng và Vật liệu,2017,0.1446,0.1781,0.1061,477146056208.0,587745867296,800717081800.0,84968931015.0,477.15,587.75,800.72,84.97,14.46,17.81,10.61
BDT,Xây dựng và Vật liệu,2018,0.14,0.1836,0.098,508555585410.0,666860710390,953393672503.0,93391567985.0,508.56,666.86,953.39,93.39,14.0,18.36,9.8
BDT,Xây dựng và Vật liệu,2019,0.1371,0.1885,0.0975,536452639042.0,737400553704,1036911648322.0,101115165129.0,536.45,737.4,1036.91,101.12,13.71,18.85,9.75
BDT,Xây dựng và Vật liệu,2020,0.1192,0.1816,0.0886,554473053339.0,844531000307,1135968202852.0,100678569811.0,554.47,844.53,1135.97,100.68,11.92,18.16,8.86
BDT,Xây dựng và Vật liệu,2021,0.0614,0.1208,0.0479,563676775837.0,1109524637931,1421083811960.0,68102306401.0,563.68,1109.52,1421.08,68.1,6.14,12.08,4.79
BDT,Xây dựng và Vật liệu,2022,0.0736,0.1494,0.0585,598866362204.0,1215680700755,1529198864864.0,89447269736.0,598.87,1215.68,1529.2,89.45,7.36,14.94,5.85
BDT,Xây dựng và Vật liệu,2023,0.0375,0.0711,0.0287,582699426089.0,1105418382922,1442893759735.0,41420358153.0,582.7,1105.42,1442.89,41.42,3.75,7.11,2.87
BDT,Xây dựng và Vật liệu,2024,-0.0167,-0.0257,-0.0126,546288784466.0,836956490873,1109510340663.0,-14018921497.0,546.29,836.96,1109.51,-14.02,-1.67,-2.57,-1.26
BDW,"Điện, nước & xăng dầu khí đốt",2015,0.0177,0.042,0.0128,125347599035.0,297223859156,410148225488.0,5258698391.0,125.35,297.22,410.15,5.26,1.77,4.2,1.28
BDW,"Điện, nước & xăng dầu khí đốt",2016,0.0387,0.0847,0.027,129442098431.0,283166726552,405289240261.0,10961098396.0,129.44,283.17,405.29,10.96,3.87,8.47,2.7
BDW,"Điện, nước & xăng dầu khí đốt",2017,0.0257,0.0526,0.0175,127893409597.0,261874093718,384398685951.0,6726951166.0,127.89,261.87,384.4,6.73,2.57,5.26,1.75
BDW,"Điện, nước & xăng dầu khí đốt",2018,0.0525,0.1029,0.0349,131681041883.0,258077482004,387978214613.0,13552353810.0,131.68,258.08,387.98,13.55,5.25,10.29,3.49
BDW,"Điện, nước & xăng dầu khí đốt",2019,0.0828,0.1496,0.0523,137848790780.0,249055186901,394474182214.0,20621914829.0,137.85,249.06,394.47,20.62,8.28,14.96,5.23
BDW,"Điện, nước & xăng dầu khí đốt",2020,0.1006,0.1681,0.0606,145029407146.0,242364138467,402584297065.0,24378493943.0,145.03,242.36,402.58,24.38,10.06,16.81,6.06
BDW,"Điện, nước & xăng dầu khí đốt",2021,0.1084,0.1765,0.0645,152490822774.0,248256104095,416968739070.0,26914959380.0,152.49,248.26,416.97,26.91,10.84,17.65,6.45
BDW,"Điện, nước & xăng dầu khí đốt",2022,0.1782,0.2613,0.1051,173802993014.0,254877139335,431956355727.0,45408953327.0,173.8,254.88,431.96,45.41,17.82,26.13,10.51
BDW,"Điện, nước & xăng dầu khí đốt",2023,0.1764,0.2362,0.0955,190574326197.0,255277960518,471188052431.0,45020989183.0,190.57,255.28,471.19,45.02,17.64,23.62,9.55
BDW,"Điện, nước & xăng dầu khí đốt",2024,0.142,0.1743,0.0783,206001078408.0,252837674729,458561608019.0,35904572211.0,206.0,252.84,458.56,35.9,14.2,17.43,7.83
BED,Truyền thông,2015,0.1116,0.1116,0.0912,43435400751.0,43435400751,53160505573.0,4845717821.0,43.44,43.44,53.16,4.85,11.16,11.16,9.12
BED,Truyền thông,2016,0.1365,0.1365,0.1142,45077859869.0,45077859869,53871658749.0,6152065548.0,45.08,45.08,53.87,6.15,13.65,13.65,11.42
BED,Truyền thông,2017,0.1596,0.1596,0.1226,39523972040.0,39523972040,51434225176.0,6308108442.0,39.52,39.52,51.43,6.31,15.96,15.96,12.26
BED,Truyền thông,2018,0.458,0.458,0.3941,61943365125.0,61943365125,71987609590.0,28370729807.0,61.94,61.94,71.99,28.37,45.8,45.8,39.41
BED,Truyền thông,2019,0.1761,0.1761,0.1425,41014737548.0,41014737548,50659075833.0,7221372423.0,41.01,41.01,50.66,7.22,17.61,17.61,14.25
BED,Truyền thông,2020,0.1785,0.1785,0.1435,42184149123.0,42184149123,52470091297.0,7530480196.0,42.18,42.18,52.47,7.53,17.85,17.85,14.35
BED,Truyền thông,2021,0.1369,0.1369,0.1088,40311876871.0,40311876871,50735964543.0,5517833463.0,40.31,40.31,50.74,5.52,13.69,13.69,10.88
BED,Truyền thông,2022,0.1089,0.1089,0.0863,39046308329.0,39046308329,49254587465.0,4250697612.0,39.05,39.05,49.25,4.25,10.89,10.89,8.63
BED,Truyền thông,2023,0.1883,0.1883,0.151,43047370011.0,43047370011,53702845954.0,8107044592.0,43.05,43.05,53.7,8.11,18.83,18.83,15.1
BED,Truyền thông,2024,0.1721,0.1721,0.1381,43534903161.0,43534903161,54259616136.0,7492885380.0,43.53,43.53,54.26,7.49,17.21,17.21,13.81
BEL,Hàng cá nhân & Gia dụng,2015,-0.0917,-0.1038,-0.0837,51041169733.0,57751287838,63276053131.0,-5298008816.0,51.04,57.75,63.28,-5.3,-9.17,-10.38,-8.37
BEL,Hàng cá nhân & Gia dụng,2016,-0.0293,-0.0293,-0.0258,49589441864.0,49589441864,56234251638.0,-1451727869.0,49.59,49.59,56.23,-1.45,-2.93,-2.93,-2.58
BEL,Hàng cá nhân & Gia dụng,2017,-0.0112,-0.0112,-0.01,49039342475.0,49039342475,55242755985.0,-550099389.0,49.04,49.04,55.24,-0.55,-1.12,-1.12,-1.0
BEL,Hàng cá nhân & Gia dụng,2018,0.0559,0.0559,0.0471,51942748598.0,51942748598,61579294423.0,2903406123.0,51.94,51.94,61.58,2.9,5.59,5.59,4.71
BEL,Hàng cá nhân & Gia dụng,2019,0.2332,0.2332,0.2068,67336122053.0,67336122053,75927537986.0,15703373455.0,67.34,67.34,75.93,15.7,23.32,23.32,20.68
BEL,Hàng cá nhân & Gia dụng,2020,0.0805,0.0805,0.0698,65441380372.0,65441380372,75462994507.0,5269258319.0,65.44,65.44,75.46,5.27,8.05,8.05,6.98
BEL,Hàng cá nhân & Gia dụng,2021,0.1098,0.1098,0.0921,65197627309.0,65197627309,77670342919.0,7156246937.0,65.2,65.2,77.67,7.16,10.98,10.98,9.21
BEL,Hàng cá nhân & Gia dụng,2022,0.1037,0.1037,0.0894,64654881191.0,64654881191,74986202904.0,6707253882.0,64.65,64.65,74.99,6.71,10.37,10.37,8.94
BEL,Hàng cá nhân & Gia dụng,2023,0.1016,0.1016,0.084,64374261068.0,64374261068,77856567467.0,6539379877.0,64.37,64.37,77.86,6.54,10.16,10.16,8.4
BEL,Hàng cá nhân & Gia dụng,2024,0.0403,0.0403,0.0362,63169842152.0,63169842152,70325608795.0,2545581084.0,63.17,63.17,70.33,2.55,4.03,4.03,3.62
BFC,Hóa chất,2015,0.096,0.2531,0.0785,1107403722285.0,2919792656915,3569541919404.0,280233549944.0,1107.4,2919.79,3569.54,280.23,9.6,25.31,7.85
BFC,Hóa chất,2016,0.1259,0.3105,0.1022,1127652769542.0,2780661550733,3425641960231.0,350100379261.0,1127.65,2780.66,3425.64,350.1,12.59,31.05,10.22
BFC,Hóa chất,2017,0.1104,0.2859,0.0909,1220852600536.0,3161256185736,3840851417408.0,349056962549.0,1220.85,3161.26,3840.85,349.06,11.04,28.59,9.09
BFC,Hóa chất,2018,0.0832,0.2131,0.0681,1188838333072.0,3042936666842,3717501554307.0,253299977286.0,1188.84,3042.94,3717.5,253.3,8.32,21.31,6.81
BFC,Hóa chất,2019,0.0378,0.0865,0.0297,1148037037688.0,2622889566469,3340399508888.0,99254487723.0,1148.04,2622.89,3340.4,99.25,3.78,8.65,2.97
BFC,Hóa chất,2020,0.0705,0.138,0.0544,1207983483843.0,2365310484315,3062557636597.0,166673291596.0,1207.98,2365.31,3062.56,166.67,7.05,13.8,5.44
BFC,Hóa chất,2021,0.1064,0.2179,0.077,1361970799580.0,2788368337630,3854080063879.0,296756528445.0,1361.97,2788.37,3854.08,296.76,10.64,21.79,7.7
BFC,Hóa chất,2022,0.0538,0.1367,0.0431,1351498925881.0,3431461859961,4288576672633.0,184771639067.0,1351.5,3431.46,4288.58,184.77,5.38,13.67,4.31
BFC,Hóa chất,2023,0.0485,0.1049,0.039,1285757822876.0,2779270207186,3454647947598.0,134817816000.0,1285.76,2779.27,3454.65,134.82,4.85,10.49,3.9
BFC,Hóa chất,2024,0.1852,0.2805,0.1299,1517363750737.0,2298250691206,3277320050193.0,425614471466.0,1517.36,2298.25,3277.32,425.61,18.52,28.05,12.99
BGW,"Điện, nước & xăng dầu khí đốt",2015,0.0074,0.0074,0.0071,182852460055.0,182852460055,190468483930.0,1357999849.0,182.85,182.85,190.47,1.36,0.74,0.74,0.71
BGW,"Điện, nước & xăng dầu khí đốt",2016,0.0202,0.0206,0.0186,184225309261.0,188439814507,204060783767.0,3804212947.0,184.23,188.44,204.06,3.8,2.02,2.06,1.86
