symbol,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,industry
THU,0.056,0.0204,0.0296,0.0414,0.0399,0.0323,0.0148,0.031,0.0429,0.05,Hàng & Dịch vụ Công nghiệp
THW,0.1197,0.0739,0.0738,0.0734,0.0783,0.1077,0.1097,0.1304,0.1386,0.1548,"Điện, nước & xăng dầu khí đốt"
TIE,0.0316,0.0225,-0.0852,-0.1,-0.0886,0.0259,-0.1148,-0.206,-0.4596,-0.2944,Hàng & Dịch vụ Công nghiệp
TIG,0.1209,0.0513,0.0595,0.0557,0.0905,0.064,0.1023,0.0819,0.0633,0.061,Bất động sản
TIP,0.1718,0.1515,0.1251,0.1963,0.1482,0.1912,0.1338,0.0623,0.1024,0.1029,Bất động sản
TIS,0.0064,0.0232,0.0134,0.0038,0.006,0.0042,0.0192,-0.0014,-0.0285,-0.0013,Tài nguyên Cơ bản
TIX,0.1029,0.1176,0.1751,0.1276,0.137,0.1124,0.1386,0.1315,0.125,0.1247,Bất động sản
TJC,0.0536,0.0667,0.0007,0.0089,-0.2486,0.0227,0.1467,0.3237,0.2207,0.0123,Hàng & Dịch vụ Công nghiệp
TKU,0.0096,0.1338,0.1086,0.086,0.0566,0.0797,0.0988,0.0677,-0.0544,0.0579,Tài nguyên Cơ bản
TL4,0.079,0.0435,0.0002,0.0222,0.0189,0.0089,-0.0264,-0.0071,-0.1955,0.0093,Xây dựng và Vật liệu
TLD,0.0013,0.064,0.0708,0.0746,0.0427,0.0352,0.0314,0.0145,0.0051,0.0145,Xây dựng và Vật liệu
TLG,0.1841,0.215,0.2186,0.1975,0.1721,0.1244,0.1376,0.1819,0.1498,0.162,Hàng cá nhân & Gia dụng
TLH,-0.1031,0.2115,0.1373,0.0327,-0.0502,0.031,0.1343,0.0022,0.0012,-0.1813,Tài nguyên Cơ bản
TLI,0.1164,0.1676,0.1357,0.0399,0.0039,-0.042,-0.1253,-0.1358,-0.084,-0.033,Hàng cá nhân & Gia dụng
TLP,0.0135,0.0406,0.0214,0.0216,0.0129,0.0058,0.0195,0.0108,0.016,0.0127,"Điện, nước & xăng dầu khí đốt"
TLT,0.4026,0.3654,0.1042,0.073,0.0618,0.0397,0.0392,0.0349,0.0166,0.051,N/A
TMB,0.0202,0.0097,0.0323,0.03,0.1641,0.0369,0.0861,0.4322,0.1064,0.0638,Tài nguyên Cơ bản
TMC,0.1409,0.097,0.0866,0.1394,0.0763,0.0355,0.0702,0.0238,0.0612,0.0517,"Điện, nước & xăng dầu khí đốt"
TMG,0.0834,0.272,0.508,0.4617,0.3343,0.1983,0.5641,0.5551,0.1355,0.238,Tài nguyên Cơ bản
TMP,0.1377,0.0933,0.2585,0.3409,0.2341,0.0961,0.1936,0.2759,0.2352,0.1918,"Điện, nước & xăng dầu khí đốt"
TMS,0.1176,0.0918,0.096,0.0898,0.0859,0.1014,0.1296,0.1372,0.0248,0.0224,Hàng & Dịch vụ Công nghiệp
TMT,0.1206,0.0292,0.0054,0.0008,0.0032,0.0022,0.0326,0.0337,0.0014,-0.4382,Ô tô và phụ tùng
TMW,0.0145,0.0064,0.0777,0.0221,-0.0144,-0.0907,0.1118,0.0746,0.0874,0.3259,Tài nguyên Cơ bản
TNA,0.0602,0.1062,0.0872,0.0446,0.0887,0.0238,0.0111,0.0063,0.0029,-0.0611,Tài nguyên Cơ bản
TNB,0.2345,0.0326,0.0035,0.033,0.0463,0.0806,0.0192,-0.0259,0.0053,0.0044,Tài nguyên Cơ bản
TNC,0.0426,0.0733,0.0857,0.0867,0.1167,0.1575,0.116,0.1424,0.0988,0.1188,Hóa chất
TNG,0.0521,0.0487,0.0581,0.0878,0.0921,0.053,0.0656,0.0677,0.0488,0.0686,Hàng cá nhân & Gia dụng
TNH,0.4978,0.232,0.2071,0.166,0.1064,0.0986,0.1144,0.1033,0.0662,0.018,Y tế
TNI,0.0258,0.0298,0.0385,0.0153,0.0212,0.0032,-0.0179,0.0034,0.0006,-0.0341,Tài nguyên Cơ bản
TNP,0.1193,0.0993,0.0543,0.0686,0.076,0.0939,0.2939,0.1789,0.1573,0.1068,Hàng & Dịch vụ Công nghiệp
TNS,-0.1746,0.1146,0.254,-0.0001,-0.1519,0.0562,0.1831,0.0016,0.0272,0.3751,Tài nguyên Cơ bản
TNT,0.0717,0.0059,0.0138,-0.0067,0.0108,-0.0099,0.0537,0.0118,0.0125,-0.0001,Xây dựng và Vật liệu
TNW,0.023,0.0135,0.0101,0.0092,0.0112,0.0151,0.0107,0.0098,-0.0086,-0.0067,"Điện, nước & xăng dầu khí đốt"
TOT,0.1176,-0.0114,0.0443,0.1138,0.0618,0.1245,0.0716,0.1311,0.2148,0.1333,Hàng & Dịch vụ Công nghiệp
TPB,0.0166,0.0122,0.022,0.043,0.0643,0.0692,0.0458,0.0681,0.0421,0.0502,Ngân hàng
TPC,0.0215,0.0379,0.0501,0.0515,0.0368,0.0359,0.0255,0.0261,-0.1187,0.0271,Hóa chất
TPH,0.0541,0.0466,0.0442,0.0612,0.0674,0.0644,0.0621,0.0628,0.0651,0.0552,Truyền thông
TPP,0.0695,0.0566,0.0054,0.0056,0.004,0.0114,0.0075,0.0098,0.0121,0.0195,Hàng & Dịch vụ Công nghiệp
TPS,0.1659,0.2276,0.1605,0.3288,0.2344,0.2196,0.1177,0.1676,0.2704,0.304,Du lịch và Giải trí
TQN,0.1103,0.0797,0.0674,0.1087,0.0116,0.0484,0.1752,0.0947,0.012,0.0423,Tài nguyên Cơ bản
TRA,0.2079,0.222,0.2256,0.1331,0.1353,0.1734,0.2044,0.2067,0.1722,0.1494,Y tế
TRC,0.0353,0.0427,0.084,0.0672,0.0461,0.0505,0.0532,0.041,0.0363,0.1151,Hóa chất
TRS,0.1878,0.1588,0.1121,0.1379,0.1632,0.0761,0.0658,0.093,0.1158,0.1213,Hàng & Dịch vụ Công nghiệp
TRT,0.27,0.0733,0.1057,0.0167,-0.0372,0.0277,0.0628,0.0636,-0.0884,0.0163,Xây dựng và Vật liệu
TS4,0.007,-0.0062,0.0046,0.0096,-0.0098,-0.1252,-0.0688,-0.0204,-32.2782,-0.4142,Thực phẩm và đồ uống
TSB,0.0222,0.0527,0.0293,0.0137,0.0578,0.0533,0.0512,0.0387,0.0448,0.0484,Hàng & Dịch vụ Công nghiệp
TSC,0.0628,0.0008,-0.0158,-0.0165,0.0004,0.0089,0.0607,-0.018,-0.0039,0.0109,Hóa chất
TSG,0.1071,0.1007,0.0998,0.1301,0.1363,0.1297,0.1105,0.1052,0.1119,0.1184,Hàng & Dịch vụ Công nghiệp
TST,0.0276,0.0408,0.0214,0.0173,0.005,0.0078,-0.0016,-0.0558,-0.0715,-0.0986,Công nghệ Thông tin
TTB,0.1049,0.0572,0.0625,0.0267,0.0326,0.0115,0.0101,0.0021,-0.0013,0.0,Xây dựng và Vật liệu
TTC,0.2122,0.1794,0.1528,0.1246,0.1262,0.1234,0.1041,0.0939,0.0607,0.0262,Xây dựng và Vật liệu
TTD,0.2787,0.2918,0.2858,0.3188,0.3419,0.2163,0.0497,0.3364,0.2745,0.26,Y tế
TTE,0.0414,0.0104,0.017,0.0127,0.0122,-0.0319,0.0259,0.021,-0.0017,-0.0221,"Điện, nước & xăng dầu khí đốt"
TTG,0.0122,0.0196,-0.0137,0.021,0.0038,-1.1918,-0.7812,-0.4005,0.2571,0.0972,Hàng cá nhân & Gia dụng
TTH,0.2048,0.3042,0.0746,0.144,0.075,-0.0277,0.0015,-0.0044,0.0453,-0.0391,Tài nguyên Cơ bản
TTL,0.0867,0.0848,0.0389,0.0021,0.023,0.0185,0.0115,0.0068,0.0205,0.0016,Xây dựng và Vật liệu
TTN,-0.0135,0.0579,0.1233,0.1662,0.1973,0.1251,0.0662,0.0745,0.0746,0.1287,Viễn thông
TTS,-0.0862,0.0487,0.0249,0.0067,0.0171,0.0329,0.0113,0.0037,0.0042,0.0176,N/A
TTT,0.212,0.2176,0.2115,0.1917,0.1704,0.008,0.0163,0.101,0.0776,0.059,Du lịch và Giải trí
TUG,0.1247,0.1495,0.0148,0.1647,0.1739,0.1972,0.1923,0.2604,0.158,0.1271,Hàng & Dịch vụ Công nghiệp
TV1,0.0194,0.0251,0.0022,0.002,0.0004,0.0007,0.0121,0.2068,0.0831,0.1302,Hàng & Dịch vụ Công nghiệp
TV2,0.2686,0.2773,0.3938,0.3012,0.2563,0.2115,0.1797,0.0357,0.0345,0.0446,Hàng & Dịch vụ Công nghiệp
TV3,0.1362,0.1481,0.1434,0.1421,0.1419,0.1696,0.1415,0.1216,0.087,0.066,Xây dựng và Vật liệu
TV4,0.1229,0.1274,0.1367,0.1374,0.0962,0.1491,0.162,0.1626,0.1265,0.1159,Hàng & Dịch vụ Công nghiệp
TVA,0.0779,0.0585,0.0864,0.2032,0.1457,0.0954,0.0278,0.0462,0.0005,-0.0146,Xây dựng và Vật liệu
TVB,0.0054,0.1663,0.0693,0.1032,0.0334,0.1018,0.2043,0.0144,0.0642,0.1098,Dịch vụ tài chính
TVC,0.0369,0.0644,0.0228,0.0199,0.0155,0.0339,0.1494,-0.5279,0.1454,0.2032,Dịch vụ tài chính
TVD,0.0341,0.0115,0.0106,0.0296,0.0321,0.0364,0.0725,0.1162,0.1002,0.0627,Tài nguyên Cơ bản
TVG,0.0246,0.0263,0.0226,0.0078,-0.0156,0.0183,0.0016,0.0257,0.0028,0.001,Xây dựng và Vật liệu
TVM,0.0689,0.0723,0.0251,0.02,0.0298,0.0192,0.0236,0.0318,0.0369,0.0381,Hàng & Dịch vụ Công nghiệp
TVN,0.0154,0.0679,0.0671,0.046,0.0351,0.0307,0.0439,-0.0429,-0.0169,0.0168,Tài nguyên Cơ bản
TVS,0.1453,0.0537,0.1087,0.0542,0.0375,0.0611,0.1021,0.0091,0.039,0.0403,Dịch vụ tài chính
TVT,0.0447,0.0794,0.065,0.0758,0.0655,0.0544,0.0747,0.0388,0.0114,0.0197,Hàng cá nhân & Gia dụng
TW3,0.0468,0.0599,0.1067,0.0055,0.0049,0.0532,0.0613,0.0573,0.0466,0.087,Y tế
TXM,0.0295,0.0851,0.0578,0.005,0.008,0.0031,0.0001,0.0001,-0.0399,-0.0069,Xây dựng và Vật liệu
TYA,0.1088,0.0793,0.1029,0.0992,0.1043,0.0871,0.0622,0.0326,0.0011,0.0682,Hàng & Dịch vụ Công nghiệp
UCT,0.0,0.0366,0.0886,0.0726,0.0246,0.0026,-0.1115,-0.0798,-0.1556,-0.3468,Hàng & Dịch vụ Công nghiệp
UDC,0.0074,0.0087,0.0099,0.0065,0.0059,-0.0079,-0.0347,-0.073,-0.1622,-0.1126,Xây dựng và Vật liệu
UDJ,0.0649,0.0355,0.095,0.1255,0.1133,0.0916,0.1345,0.1273,0.062,0.0293,Xây dựng và Vật liệu
UEM,0.0766,0.0921,0.0854,0.0996,0.0924,0.0924,0.0798,0.0639,0.0634,0.0253,Hàng & Dịch vụ Công nghiệp
UIC,0.1015,0.1597,0.1757,0.1358,0.1666,0.1471,0.159,0.133,0.1065,0.0969,"Điện, nước & xăng dầu khí đốt"
UNI,0.0876,0.0041,0.0055,0.0011,0.0,0.0034,0.0001,0.0006,0.0015,0.0,Công nghệ Thông tin
UPC,0.1283,0.1256,0.1405,0.1305,0.1237,0.1313,0.1396,0.1524,0.1441,0.0434,"Điện, nước & xăng dầu khí đốt"
UPH,0.0198,0.0204,0.0157,0.0473,-0.0071,-0.042,-0.049,0.0139,0.0145,0.0198,Y tế
USC,0.0527,0.0571,0.0433,0.0448,0.0435,0.0273,0.0252,0.0239,0.0085,0.008,Xây dựng và Vật liệu
V11,-0.0661,-0.25,-0.1042,-0.1603,-0.181,-0.3191,-0.3467,-0.3016,-0.4601,-1.1228,Bất động sản
V12,0.0482,0.0384,0.0285,0.0372,0.0273,0.0608,0.0587,0.0592,0.0562,0.0551,Xây dựng và Vật liệu
V21,0.0079,-0.1721,0.1633,-0.0133,0.0036,0.0022,0.023,0.0065,0.0003,-0.0065,Bất động sản
VAB,0.005,0.0036,0.0038,0.0045,0.0083,0.015,0.0237,0.0329,0.0386,0.0445,Ngân hàng
VAF,0.1391,0.0954,0.1187,0.0984,0.0269,0.0473,0.0604,0.0797,0.1249,0.1166,Hóa chất
VAV,0.2345,0.3033,0.2156,0.169,0.1567,0.1275,0.1254,0.1391,0.1639,0.2792,"Điện, nước & xăng dầu khí đốt"
VBB,-0.0185,0.0111,0.0277,0.0351,0.0334,0.0169,0.0194,0.0208,0.0206,0.0198,Ngân hàng
VBC,0.1325,0.1041,0.0959,0.081,0.0781,0.0967,0.1048,0.0852,0.1066,0.1028,Hàng & Dịch vụ Công nghiệp
VBG,0.0217,0.0482,0.046,0.0047,0.0322,0.0426,0.0059,0.0314,0.0155,0.0177,Tài nguyên Cơ bản
VBH,-0.2708,-0.4831,0.0278,0.1215,0.1111,0.0619,0.0664,0.0931,0.0767,0.0391,Hàng & Dịch vụ Công nghiệp
VC1,0.0498,0.0382,0.0413,0.0425,0.0138,0.0258,0.0191,0.0121,0.0075,0.0091,Xây dựng và Vật liệu
VC2,0.0262,0.0254,0.0377,0.0293,0.0334,0.0243,0.0479,0.022,0.0087,0.0325,Xây dựng và Vật liệu
VC3,0.1569,0.1866,0.1066,0.0456,0.088,0.0138,0.0463,0.0509,0.0803,0.043,Bất động sản
VC6,0.0099,0.0262,0.0209,0.0662,0.0246,0.0148,0.0277,0.0234,0.0421,0.079,Xây dựng và Vật liệu
VC7,0.0487,0.0998,0.1426,0.0717,0.0434,0.0258,0.0166,0.0196,0.0364,0.0128,Xây dựng và Vật liệu
VC9,0.0259,0.032,0.0209,0.0122,0.0012,-0.0358,0.0043,0.0058,0.0053,0.005,Xây dựng và Vật liệu
VCA,0.1234,0.1128,0.2046,0.0611,0.0545,0.0951,0.0754,-0.0175,0.0302,0.0041,Tài nguyên Cơ bản
VCB,0.051,0.0633,0.0882,0.1296,0.1596,0.1265,0.1442,0.1047,0.12,0.1143,Ngân hàng
VCC,0.112,0.0992,0.0303,0.0386,0.0363,0.0144,0.0175,0.0219,0.0153,0.0141,Xây dựng và Vật liệu
VCE,0.0707,0.0959,0.0865,0.011,0.002,0.0006,0.0428,-0.0153,-0.0156,0.0004,Xây dựng và Vật liệu
VCF,0.1458,0.153,0.315,0.3651,0.3792,0.397,0.2703,0.1667,0.1975,0.2124,Thực phẩm và đồ uống
VCG,0.046,0.0586,0.1382,0.0557,0.0632,0.1491,0.0271,0.0399,0.0187,0.056,Xây dựng và Vật liệu
VCI,0.1668,0.1773,0.1471,0.1778,0.126,0.1065,0.1161,0.0678,0.0301,0.0357,Dịch vụ tài chính
VCM,0.1321,0.1556,0.1658,0.1027,0.1145,0.1107,0.0137,0.0033,0.0124,0.0488,Hàng & Dịch vụ Công nghiệp
VCP,0.0956,0.053,0.0909,0.1486,0.1541,0.017,0.022,0.137,0.0322,0.0749,"Điện, nước & xăng dầu khí đốt"
VCR,0.0059,0.0182,-0.0412,-0.0297,-0.0364,-0.0053,-0.0017,0.0013,-0.0834,-0.0059,Bất động sản
VCS,0.1618,0.2498,0.3348,0.2895,0.2755,0.2555,0.2726,0.1822,0.139,0.1329,Xây dựng và Vật liệu
VCW,0.1343,0.1508,0.1593,0.1784,0.097,0.1122,0.0932,0.08,0.0098,-0.0245,"Điện, nước & xăng dầu khí đốt"
VCX,0.0146,0.032,0.0244,0.0101,0.0139,0.0444,0.0511,0.0142,0.0146,0.043,Xây dựng và Vật liệu
VDL,0.1487,0.1079,0.102,0.083,0.0686,0.0563,0.0146,-0.0808,-0.1122,0.0029,Thực phẩm và đồ uống
VDN,0.0573,0.0414,0.0308,0.0396,0.0408,-0.0018,-0.0193,0.038,-0.0088,0.0075,Hàng cá nhân & Gia dụng
VDP,0.1018,0.1446,0.1377,0.1092,0.088,0.0753,0.0721,0.0764,0.0798,0.0711,Y tế
VDS,0.024,0.0646,0.1022,0.0517,0.0286,0.1215,0.2261,-0.0448,0.1266,0.091,Dịch vụ tài chính
VDT,0.1036,0.1232,0.1055,0.1135,0.133,0.1358,0.0849,0.0724,0.071,0.0427,Tài nguyên Cơ bản
VE1,0.1244,-0.1683,0.0032,-0.5237,0.0839,-0.1695,0.0329,-0.1641,-0.1386,0.0183,Xây dựng và Vật liệu
VE2,0.1393,0.0867,0.0219,0.0098,0.0094,0.0353,0.0316,-1.3138,-0.6179,-0.3636,Xây dựng và Vật liệu
VE3,0.1554,0.1178,0.0801,0.0137,0.0453,0.0216,0.0316,0.0006,0.0041,0.0032,Xây dựng và Vật liệu
VE4,0.0987,0.1258,0.0645,0.0358,0.0351,0.0145,0.0347,-0.0612,-0.0974,0.0135,Xây dựng và Vật liệu
VE8,0.0922,0.0803,0.0343,-0.1057,-0.0746,0.1289,0.0106,-0.0751,-0.1609,-0.4896,Xây dựng và Vật liệu
VE9,0.0092,0.0046,0.5747,0.0006,-0.9022,-0.4754,-0.2482,-0.4764,-1.327,-0.0075,Xây dựng và Vật liệu
VEA,0.274,0.2348,0.2675,0.2782,0.2699,0.2223,0.2421,0.2922,0.2422,0.2818,Hàng & Dịch vụ Công nghiệp
VEC,0.0004,0.0116,0.0046,0.0211,0.0196,0.0201,0.0019,0.0216,0.006,0.0006,Công nghệ Thông tin
VEF,0.0173,0.0255,0.0227,0.0179,0.0195,0.0698,0.0882,0.087,0.1271,0.2345,Bất động sản
VES,-0.0678,-2.17,-0.1599,-0.013,-0.0022,0.0089,0.0125,-0.0049,-0.0069,0.077,Bất động sản
VET,0.1348,0.1288,0.1494,0.2442,0.1637,0.2076,0.1338,0.1012,0.0503,-0.0707,Hóa chất
VFC,0.0379,0.0149,-0.0146,0.0282,0.0448,0.014,0.0666,0.2332,0.0565,0.0327,Hàng & Dịch vụ Công nghiệp
VFG,0.1962,0.1633,0.129,0.1101,0.1185,0.128,0.1635,0.1734,0.1825,0.265,Hóa chất
VFR,-0.0194,-0.0408,0.0882,-0.1592,-0.0515,-0.0649,0.0408,0.1219,0.2614,0.0829,Hàng & Dịch vụ Công nghiệp
VFS,0.0164,0.0018,0.0178,0.0229,0.0158,0.0785,0.0945,0.0636,0.0458,0.0339,Dịch vụ tài chính
VGC,0.0735,0.0963,0.0821,0.0748,0.0828,0.0748,0.1112,0.1511,0.0795,0.0806,Xây dựng và Vật liệu
VGG,0.293,0.2745,0.2548,0.273,0.2287,0.0791,0.0427,0.089,0.0946,0.1659,Hàng cá nhân & Gia dụng
VGI,0.0149,-0.0881,-0.0125,-0.0242,-0.0121,0.0079,0.0085,0.0439,0.0492,0.186,Viễn thông
VGL,0.1656,0.1608,0.1426,0.1321,0.1308,0.1773,0.1436,0.153,0.1485,0.1533,Tài nguyên Cơ bản
VGP,0.2138,0.0485,0.0261,0.0027,0.0032,0.0102,0.0085,0.0099,0.0111,0.0092,Hàng & Dịch vụ Công nghiệp
VGR,-0.0097,0.0218,0.0768,0.1276,0.1266,0.1447,0.1925,0.2269,0.231,0.341,Hàng & Dịch vụ Công nghiệp
VGS,0.0507,0.073,0.0517,0.0407,0.0558,0.0889,0.0955,0.0637,0.0313,0.0588,Tài nguyên Cơ bản
VGT,0.0345,0.0353,0.0387,0.0383,0.044,0.0389,0.0822,0.065,0.0254,0.0418,Hàng cá nhân & Gia dụng
VGV,0.1069,0.1029,0.0915,0.0906,0.0852,0.0607,0.0558,0.0635,0.07,0.1068,Bất động sản
VHC,0.0831,0.1497,0.1389,0.2729,0.2053,0.1112,0.1423,0.1996,0.0897,0.1156,Thực phẩm và đồ uống
VHD,0.0441,0.0325,0.0629,0.1434,0.001,0.0075,0.0316,0.0433,-0.0629,-0.0819,Bất động sản
VHF,0.0217,0.0006,-0.0242,0.0371,0.0195,0.0269,0.0231,0.0247,0.0316,0.0159,Thực phẩm và đồ uống
VHG,0.0426,-0.0179,-2.2543,-1.0192,-0.1322,-0.358,-0.2985,-0.1925,-0.0054,-0.017,Hàng & Dịch vụ Công nghiệp
VHH,-0.0616,-0.0907,-0.3826,0.0497,-0.0281,-0.0733,-0.0696,-0.2363,-0.3381,-0.5743,Xây dựng và Vật liệu
VHL,0.1422,0.1333,0.1768,0.1617,0.1357,0.094,0.0558,0.0002,-0.1116,-0.1293,Xây dựng và Vật liệu
VHM,0.0654,0.118,0.0615,0.1846,0.2665,0.2509,0.2569,0.1579,0.1401,0.1161,Bất động sản
VIB,0.0267,0.014,0.0283,0.0589,0.0896,0.0866,0.0801,0.0918,0.0691,0.0471,Ngân hàng
VIC,0.0208,0.0413,0.0555,0.0344,0.0324,0.0168,-0.0268,0.0067,0.0057,0.014,Bất động sản
VID,0.0247,0.0365,0.2195,0.0408,0.0217,0.0425,0.0768,0.0523,0.0398,0.0094,Tài nguyên Cơ bản
VIE,0.0233,-0.3417,0.1906,0.104,0.0158,0.0083,0.1151,0.0018,0.0068,0.0006,Công nghệ Thông tin
VIF,0.0682,0.0,0.2108,0.1527,0.1009,0.062,0.0575,0.0931,0.0541,0.0701,Tài nguyên Cơ bản
VIG,0.0256,-0.1107,0.0052,0.0073,-0.1199,-0.0196,0.0071,0.0087,0.0924,0.0583,Dịch vụ tài chính
VIH,0.0399,0.1296,0.0828,0.0004,0.046,0.0371,0.0195,0.0186,0.0056,0.0185,Xây dựng và Vật liệu
VIM,0.0201,0.0957,0.0168,0.1708,0.2276,0.1527,0.2203,0.1275,0.0874,0.0306,Tài nguyên Cơ bản
VIN,0.1473,0.1071,0.1112,0.1046,0.0911,0.1229,0.0988,0.1536,0.0774,0.0512,Hàng & Dịch vụ Công nghiệp
VIP,0.0374,0.051,0.0528,0.0597,0.0286,0.0451,0.008,0.1909,0.0682,0.0725,Hàng & Dịch vụ Công nghiệp
VIR,0.1217,0.0889,0.0972,0.0951,0.0959,-0.002,-0.1949,0.0927,-0.0917,0.0052,Du lịch và Giải trí
VIT,0.0637,0.0868,0.0392,0.0514,0.0909,0.0736,0.0323,0.0283,0.0,0.0288,Xây dựng và Vật liệu
VIW,0.0202,0.0366,0.0251,0.0092,0.0167,0.0013,0.0145,-0.0009,0.0123,0.0142,Xây dựng và Vật liệu
VIX,0.0959,0.0673,0.082,0.1829,0.0727,0.1796,0.1834,0.0397,0.1095,0.0351,Dịch vụ tài chính
VJC,0.2057,0.2165,0.28,0.2726,0.1403,0.0026,0.0025,-0.067,0.005,0.0235,Du lịch và Giải trí
VKC,0.0567,0.0753,0.0158,0.0041,0.0045,0.0048,0.0036,-0.644,-0.3138,-1.3214,Ô tô và phụ tùng
VLA,0.1161,0.1052,0.1141,0.0647,0.0666,0.0011,0.2608,0.1534,0.003,0.0108,Công nghệ Thông tin
VLB,0.1472,0.312,0.2856,0.2371,0.2032,0.2558,0.2385,-0.0439,0.2347,0.3317,Xây dựng và Vật liệu
VLC,0.1586,0.1691,0.1495,0.1631,0.129,0.1989,0.1111,0.0533,0.0535,0.0192,Thực phẩm và đồ uống
VLG,0.0516,0.0636,0.0694,0.0719,0.0107,0.0204,0.0351,-0.1561,0.0674,0.1609,Hàng & Dịch vụ Công nghiệp
VLP,0.2167,0.2226,0.1802,0.1979,0.2038,0.2049,0.0797,0.0881,0.093,0.0412,Hàng & Dịch vụ Công nghiệp
VMA,0.1285,0.1334,0.1192,0.1231,0.1246,0.126,0.134,0.1232,0.116,0.0695,Ô tô và phụ tùng
VMC,0.0385,0.0404,0.2679,0.12,0.0119,0.0065,0.006,0.0031,0.0052,0.0035,Xây dựng và Vật liệu
VMD,0.0186,0.0219,0.0302,0.0466,0.05,0.0539,0.0192,0.0843,0.0739,0.0568,Y tế
VMG,-0.237,-0.146,0.06,0.0162,0.0096,0.0021,0.038,-0.0003,0.0065,-0.0878,"Điện, nước & xăng dầu khí đốt"
VMS,0.109,0.0035,0.0299,0.0392,0.0431,0.0728,0.0726,0.066,0.0963,0.1014,Hàng & Dịch vụ Công nghiệp
VNA,-0.042,-0.1208,-0.1071,0.0725,0.068,0.0035,0.3915,0.4747,0.0697,0.0908,Hàng & Dịch vụ Công nghiệp
VNB,0.0059,0.0,0.0376,0.0432,0.1057,0.0425,0.0357,0.0417,0.067,0.0681,Truyền thông
VNC,0.1383,0.1592,0.1611,0.1479,0.1481,0.1427,0.1147,0.1359,0.127,0.1278,Hàng & Dịch vụ Công nghiệp
VND,0.05,0.0408,0.0688,0.0415,0.039,0.0525,0.0787,0.0361,0.0547,0.0408,Dịch vụ tài chính
VNE,0.0686,0.0048,0.0581,0.0733,0.0088,0.0105,0.0055,0.0037,-0.0102,-0.1153,Xây dựng và Vật liệu
VNF,0.1611,0.1445,0.1314,0.0827,0.0444,0.0505,0.1063,0.0429,0.0143,0.1091,Hàng & Dịch vụ Công nghiệp
VNG,0.0066,0.019,0.0249,0.0423,0.02,0.0096,0.0015,0.0013,0.001,0.0004,Du lịch và Giải trí
VNL,0.1928,0.1223,0.1237,0.1155,0.0886,0.109,0.1724,0.1772,0.1384,0.1528,Hàng & Dịch vụ Công nghiệp
VNM,0.3413,0.3891,0.421,0.3705,0.2998,0.2732,0.2347,0.2272,0.2074,0.208,Thực phẩm và đồ uống
VNP,0.0625,0.1159,0.2023,0.1267,-0.0057,0.0734,0.1893,0.0776,-0.0288,0.0428,Hóa chất
VNR,0.0909,0.0871,0.0967,0.1011,0.0922,0.0989,0.1056,0.1094,0.1139,0.1025,Bảo hiểm
VNS,0.1412,0.1146,0.0788,0.0376,0.0479,-0.1153,-0.1987,0.1138,0.1037,0.0494,Du lịch và Giải trí
VNT,0.1312,0.0817,0.0611,0.0189,0.0102,-0.021,0.026,-0.0275,-0.0401,0.0004,Hàng & Dịch vụ Công nghiệp
VNX,0.1689,0.2428,0.3081,0.361,0.3884,0.0572,0.0533,0.3656,0.5531,0.486,Truyền thông
VNY,0.0047,-0.1149,-0.4805,-0.2423,-0.3071,-0.0119,0.0813,0.0536,0.0308,0.0334,Hóa chất
VOC,0.1259,0.1462,0.1143,0.0954,0.0958,0.0953,0.0685,-0.0246,0.5743,0.0239,Thực phẩm và đồ uống
VOS,-0.0818,-0.1135,0.0037,0.0066,0.0237,-0.102,0.2979,0.3193,0.0929,0.1686,Hàng & Dịch vụ Công nghiệp
VPA,0.0178,0.0447,-0.0177,-0.1067,-0.0722,0.0016,-0.0594,-0.1748,-0.0498,-0.2224,Hàng & Dịch vụ Công nghiệp
VPB,0.0884,0.1001,0.1176,0.0939,0.1114,0.1302,0.0726,0.0818,0.0327,0.0524,Ngân hàng
VPD,0.0165,0.0224,0.0639,0.0751,0.0454,0.0394,0.0831,0.1485,0.1097,0.1432,"Điện, nước & xăng dầu khí đốt"
VPG,0.025,0.0291,0.0569,0.0609,0.0696,0.1153,0.2955,0.0198,0.0054,0.0175,Tài nguyên Cơ bản
VPH,0.101,0.0642,0.1334,0.1003,0.0232,0.0097,0.053,0.0128,-0.0005,0.0848,Bất động sản
VPI,-0.0051,0.0226,0.1581,0.093,0.0733,0.052,0.0526,0.0637,0.0483,0.0316,Bất động sản
VPR,0.0968,0.4095,0.0441,0.0254,0.0271,0.0555,0.0485,0.0564,0.2563,0.0857,Truyền thông
VPS,0.1225,0.1948,0.1011,0.0695,0.0367,0.0374,0.0408,0.0483,0.0383,0.0649,Hóa chất
VPW,0.0089,0.0071,0.0286,0.0306,0.031,0.0291,0.0339,0.0527,0.0614,0.0359,"Điện, nước & xăng dầu khí đốt"
VQC,0.0723,0.1956,0.0685,0.095,0.1057,0.1252,0.1079,0.141,0.1335,0.1159,Hàng & Dịch vụ Công nghiệp
VRC,-0.0317,0.0124,0.1048,0.2765,0.0197,0.0003,0.0003,0.0115,0.0003,0.0011,Bất động sản
VRE,0.0374,0.0796,0.0632,0.0771,0.0959,0.0679,0.0389,0.0759,0.1056,0.0882,Bất động sản
